"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Physical.Processor","Clock.Speed","Memory","Storage","Network.Performance","Processor.Architecture","Storage.Media","Volume.Type","Min.Volume.Size","Max.Volume.Size","Engine.Code","Database.Engine","Database.Edition","License.Model","Deployment.Option","Group","Group.Description","Transfer.Type","From.Location","From.Location.Type","To.Location","To.Location.Type","usageType","operation","Dedicated.EBS.Throughput","Enhanced.Networking.Supported","Processor.Features","Region","Endpoint","Protocol"
"519","EU (Frankfurt)","A984UB8NZJ5WX8V3","HU7G6KETJZ","A984UB8NZJ5WX8V3.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.8xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",3.272,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EUC1-Multi-AZUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"520","EU (Frankfurt)","D6RQ2CZEXFDJYMG7","HU7G6KETJZ","D6RQ2CZEXFDJYMG7.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.medium instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.029,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.medium","Yes","General purpose",2,"Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EUC1-InstanceUsage:db.t2.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"521","EU (Frankfurt)","USU6RMVTW37CE79U","HU7G6KETJZ","USU6RMVTW37CE79U.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m3.medium instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.102,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.medium","Yes","General purpose",1,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","3.75 GiB","1 x 4 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EUC1-Multi-AZUsage:db.m3.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"522","EU (Frankfurt)","TE8YPVFKTV4WZ4N4","HU7G6KETJZ","TE8YPVFKTV4WZ4N4.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m3.2xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.408,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","30 GiB","2 x 80 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EUC1-InstanceUsage:db.m3.2xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"523","EU (Frankfurt)","8HKSJ8YP6AXW5YRD","HU7G6KETJZ","8HKSJ8YP6AXW5YRD.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",3013,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EUC1-Multi-AZUsage:db.r3.xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"524","EU (Frankfurt)","WDDBZKKRDAS7DG69","HU7G6KETJZ","WDDBZKKRDAS7DG69.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.4xlarge instance-hours used this month","2015-10-31",0,Inf,"hrs",1.49,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EUC1-Multi-AZUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"525","EU (Frankfurt)","GN4A3EDWD5YBRREE","HU7G6KETJZ","GN4A3EDWD5YBRREE.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.large instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.103,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.large","Yes","Memory optimized",2,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EUC1-InstanceUsage:db.r3.large","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"526","EU (Frankfurt)","QP7CFAM5U2EM5TPR","HU7G6KETJZ","QP7CFAM5U2EM5TPR.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1716,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","16 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EUC1-Multi-AZUsage:db.m4.xlarge","CreateDBInstance:0014","750 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"527","EU (Frankfurt)","S24C5NY2J78NY9ZD","HU7G6KETJZ","S24C5NY2J78NY9ZD.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.2xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.41,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.2xlarge","Yes","Memory optimized",8,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","1 x 160 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EUC1-InstanceUsage:db.r3.2xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"528","EU (Frankfurt)","7NYKBEZYVH7HB447","HU7G6KETJZ","7NYKBEZYVH7HB447.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.4xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.821,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EUC1-InstanceUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"529","EU (Frankfurt)","TE8YPVFKTV4WZ4N4","HU7G6KETJZ","TE8YPVFKTV4WZ4N4.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",1914,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","30 GiB","2 x 80 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EUC1-InstanceUsage:db.m3.2xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"530","EU (Frankfurt)","WDDBZKKRDAS7DG69","HU7G6KETJZ","WDDBZKKRDAS7DG69.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",6868,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EUC1-Multi-AZUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"531","EU (Frankfurt)","S7R4XQ4HNGRVKSAF","HU7G6KETJZ","S7R4XQ4HNGRVKSAF.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",858,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS Only","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EUC1-Multi-AZUsage:db.m4.large","CreateDBInstance:0014","450 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"532","EU (Frankfurt)","U4RSEGDQJN849JJ5","HU7G6KETJZ","U4RSEGDQJN849JJ5.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",240,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.medium","Yes","General purpose",1,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","3.75 GiB","1 x 4 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EUC1-InstanceUsage:db.m3.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"533","EU (Frankfurt)","ZT7846TNXAZD9S6Z","HU7G6KETJZ","ZT7846TNXAZD9S6Z.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",3434,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EUC1-InstanceUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"534","EU (Frankfurt)","8BJHUMR5FAQ2BBY8","HU7G6KETJZ","8BJHUMR5FAQ2BBY8.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.8xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",1.636,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EUC1-InstanceUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"535","EU (Frankfurt)","CWYPNWZXRUY6MGYM","HU7G6KETJZ","CWYPNWZXRUY6MGYM.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",62,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EUC1-InstanceUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"536","EU (Frankfurt)","H6UF5UAXX7JE9K33","HU7G6KETJZ","H6UF5UAXX7JE9K33.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",478,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.large","Yes","General purpose",2,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","7.5 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EUC1-InstanceUsage:db.m3.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-central-1","ec2.eu-central-1.amazonaws.com","HTTP and HTTPS"
"537","EU (Ireland)","734A33VD9EHQWB3A","HU7G6KETJZ","734A33VD9EHQWB3A.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",6308,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"538","EU (Ireland)","VFAGYKZN5JYCUQRA","HU7G6KETJZ","VFAGYKZN5JYCUQRA.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.38,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.r3.xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"539","EU (Ireland)","592U3MGYERRF3QM3","HU7G6KETJZ","592U3MGYERRF3QM3.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",788,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS Only","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m4.large","CreateDBInstance:0014","450 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"540","EU (Ireland)","MDEJX83X5X2CAMC5","HU7G6KETJZ","MDEJX83X5X2CAMC5.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.xlarge instance-hours used this month","2015-10-31",0,Inf,"hrs",0.171,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","16 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m4.xlarge","CreateDBInstance:0014","750 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"541","EU (Ireland)","8FHPKJ8TXVQZT2FA","HU7G6KETJZ","8FHPKJ8TXVQZT2FA.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",123,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.small","No","General purpose",1,"Intel Xeon Family","","1.7 GiB","1 x 160","Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m1.small","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"542","EU (Ireland)","3YGRJZ6YA8J6VD5H","HU7G6KETJZ","3YGRJZ6YA8J6VD5H.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-05-31",NA,NA,"Quantity",1772,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.xlarge","Yes","General purpose",4,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","15 GiB","2 x 40 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m3.xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"543","EU (Ireland)","EUCNB4UAVPVZ22KH","HU7G6KETJZ","EUCNB4UAVPVZ22KH.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.2xlarge instance-hours used this month","2015-10-31",0,Inf,"hrs",0.342,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","32 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m4.2xlarge","CreateDBInstance:0014","1000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"544","EU (Ireland)","8FHPKJ8TXVQZT2FA","HU7G6KETJZ","8FHPKJ8TXVQZT2FA.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.small instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.027,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.small","No","General purpose",1,"Intel Xeon Family","","1.7 GiB","1 x 160","Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m1.small","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"545","EU (Ireland)","5DJSE7SSRNW9RJ9M","HU7G6KETJZ","5DJSE7SSRNW9RJ9M.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.large instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.054,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.large","Yes","General purpose",2,"Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS Only","Low to Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.t2.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"546","EU (Ireland)","MDQNHGWRC5P6V8BX","HU7G6KETJZ","MDQNHGWRC5P6V8BX.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-06-30",NA,NA,"Quantity",62,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t1.micro","No","Micro instances",1,"Variable","","0.613 GiB","EBS Only","Very Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.t1.micro","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"547","EU (Ireland)","R5NMTSPHTUKT4D9P","HU7G6KETJZ","R5NMTSPHTUKT4D9P.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",698,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.large","Yes","Memory optimized",2,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.r3.large","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"548","EU (Ireland)","SRTSQPSAF7RRAVVK","HU7G6KETJZ","SRTSQPSAF7RRAVVK.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",228,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.medium","Yes","General purpose",2,"Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.t2.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"549","EU (Ireland)","5BDTNTPD8JK7PNZF","HU7G6KETJZ","5BDTNTPD8JK7PNZF.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",986,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.large","No","General purpose",2,"Intel Xeon Family","","7.5 GiB","2 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m1.large","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"550","EU (Ireland)","VXYDFT7FJNFBF7SE","HU7G6KETJZ","VXYDFT7FJNFBF7SE.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",5580,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"551","EU (Ireland)","9YR6VMK7A8MVRSGY","HU7G6KETJZ","9YR6VMK7A8MVRSGY.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.micro instance-hours used this month","2015-08-31",0,Inf,"Hrs",0.014,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"552","EU (Ireland)","HMQVHUSNTBUVPTZB","HU7G6KETJZ","HMQVHUSNTBUVPTZB.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-06-30",NA,NA,"Quantity",444,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.medium","Yes","General purpose",1,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","3.75 GiB","1 x 4 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m3.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"553","EU (Ireland)","734A33VD9EHQWB3A","HU7G6KETJZ","734A33VD9EHQWB3A.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.4xlarge instance-hours used this month","2015-10-31",0,Inf,"hrs",1.368,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"554","EU (Ireland)","RW69D4DBPG237FCS","HU7G6KETJZ","RW69D4DBPG237FCS.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.215,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.xlarge","No","General purpose",4,"Intel Xeon Family","","15 GiB","4 x 420","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m1.xlarge","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"555","EU (Ireland)","V9XU3UAZ7WSGTX3Y","HU7G6KETJZ","V9XU3UAZ7WSGTX3Y.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.small instance-hours used this month","2015-08-31",0,Inf,"Hrs",0.054,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.small","No","General purpose",1,"Intel Xeon Family","","1.7 GiB","1 x 160","Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m1.small","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
